pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
Kepler-1047 c,3.18897601,0.042200,0.790,,,,0.000000,1219,5798.00,0.96,0.98,-0.020,4.47
Kepler-1047 c,3.18897601,0.042200,0.790,,,,0.000000,1219,5798.00,0.96,0.98,-0.020,4.47
Kepler-1047 c,3.18899015,,,,,,,,5566.56,1.75,0.98,0.220,3.94
Kepler-1048 b,6.92101021,0.059000,1.360,,,,0.000000,620,4461.00,0.58,0.57,-0.600,4.66
Kepler-1048 b,6.92101452,,,,,,,,4388.39,1.08,0.69,-0.088,4.21
Kepler-1048 b,6.92101021,,1.610,0.144,,,,,4651.00,0.70,0.75,0.010,4.62
Kepler-1048 b,6.92101021,0.059000,1.360,,,,0.000000,620,4461.00,0.58,0.57,-0.600,4.66
Kepler-1048 b,6.92101452,0.059000,1.480,,,,0.000000,619,4461.00,0.58,0.57,-0.600,4.66
Kepler-1048 b,6.92103277,,,,,,,,4388.39,1.08,0.69,-0.088,4.21
Kepler-1048 b,6.92099660,,,,,,,,4388.39,1.08,0.69,-0.088,4.21
Kepler-1048 b,6.92101021,0.059000,1.360,,,,0.000000,620,4461.00,0.58,0.57,-0.600,4.66
Kepler-1048 b,,,2.462,0.220,,,,,4460.00,0.97,,,
Kepler-1048 b,6.92102900,0.061000,1.670,,,,0.000000,637,4557.00,0.61,0.64,,4.67
Kepler-1049 b,3.27345900,0.035000,0.880,,,,0.000000,685,4025.00,0.52,0.55,,4.74
Kepler-1049 b,3.27344784,0.034900,0.810,,,,0.000000,625,3758.00,0.50,0.53,0.000,4.77
Kepler-1049 b,3.27346966,,,,,,,,3908.00,0.59,0.58,,4.66
Kepler-1049 b,3.27346074,0.033400,0.870,,,,0.000000,620,3809.00,0.46,0.46,-0.400,4.79
Kepler-1049 b,3.27346074,0.033400,0.870,,,,0.000000,620,3809.00,0.46,0.46,-0.400,4.79
Kepler-1049 b,3.27346074,,0.950,0.085,,,,,3864.00,0.49,0.51,-0.330,4.77
Kepler-1049 b,3.27348130,,,,,,,,3908.00,0.59,0.58,,4.66
Kepler-1049 b,3.27346074,0.033400,0.870,,,,0.000000,620,3809.00,0.46,0.46,-0.400,4.79
Kepler-1049 b,3.27344784,,,,,,,,3908.00,0.59,0.58,,4.66
Kepler-1049 b,,,0.956,0.085,,,,,3756.00,0.59,,,
Kepler-105 b,5.41200000,,5.520,0.492,5.10000,0.01600,,,,1.33,1.09,,
Kepler-105 b,5.41220140,0.064000,3.380,,,,0.000000,1296,6398.00,1.35,1.18,,4.25
Kepler-105 b,,,2.802,0.250,,,,,5933.00,1.04,,,
Kepler-105 b,5.41220000,0.066000,4.810,0.429,,,0.470000,1418,6397.00,1.58,1.28,-0.220,4.15
Kepler-105 b,5.41220393,0.059100,2.940,,,,0.000000,1093,5779.00,1.09,0.94,-0.060,4.34
Kepler-105 b,5.41220425,,,,,,,,5950.98,1.05,1.09,-0.148,4.43
Kepler-105 b,5.41220393,,,,,,,,5950.98,1.05,1.09,-0.148,4.43
Kepler-105 b,5.41200000,0.060900,2.540,0.230,,,,1092,6065.00,1.01,1.03,-0.100,4.43
Kepler-105 b,5.41220713,0.062100,3.280,,,,0.000000,1306,6391.00,1.33,1.08,-0.220,4.23
Kepler-105 b,5.41220713,0.062100,3.280,,,,0.000000,1306,6391.00,1.33,1.08,-0.220,4.23
Kepler-105 b,5.41220713,0.062100,3.280,,,,0.000000,1306,6391.00,1.33,1.08,-0.220,4.23
Kepler-105 b,5.41220713,,2.900,0.259,,,,,6082.00,1.16,1.11,0.000,4.35
Kepler-105 c,7.12594387,,,,,,,,5950.98,1.05,1.09,-0.148,4.43
Kepler-105 c,7.12620000,,1.310,0.117,4.60000,0.01447,,,5827.00,0.89,0.96,-0.190,
Kepler-105 c,7.12600000,0.073100,1.440,0.130,,,,997,6065.00,1.01,1.03,-0.100,4.43
Kepler-105 c,7.12594591,0.074600,1.880,,,,0.000000,1191,6391.00,1.33,1.08,-0.220,4.23
Kepler-105 c,7.12596700,0.077000,1.910,,,,0.000000,1182,6398.00,1.35,1.18,,4.25
Kepler-105 c,7.12600000,,1.600,0.143,3.60000,0.01133,,,,,0.90,,
Kepler-105 c,7.12600000,,1.850,0.165,3.00000,0.00900,,,,1.33,1.09,,
Kepler-105 c,7.12594591,,1.650,0.147,,,,,6082.00,1.16,1.11,0.000,4.35
Kepler-105 c,7.12593999,,,,,,,,5950.98,1.05,1.09,-0.148,4.43
Kepler-105 c,7.12593900,0.072000,1.610,0.144,,,,,5873.00,1.16,,,4.30
Kepler-105 c,7.12594591,0.074600,1.880,,,,0.000000,1191,6391.00,1.33,1.08,-0.220,4.23
Kepler-105 c,7.12594387,0.071100,1.790,,,,0.000000,997,5779.00,1.09,0.94,-0.060,4.34
Kepler-105 c,,,1.710,0.153,,,,,5933.00,1.04,,,
Kepler-105 c,7.12594591,0.074600,1.880,,,,0.000000,1191,6391.00,1.33,1.08,-0.220,4.23
Kepler-1050 b,15.37875460,,1.600,0.143,,,,,6010.00,1.13,1.09,0.030,4.37
Kepler-1050 b,15.37875460,0.122700,1.510,,,,0.000000,786,6086.00,1.05,1.04,-0.080,4.41
Kepler-1050 b,15.37857995,,,,,,,,5870.68,1.03,1.06,0.135,4.43
Kepler-1050 b,15.37875460,0.122700,1.510,,,,0.000000,786,6086.00,1.05,1.04,-0.080,4.41
Kepler-1050 b,15.37890140,0.131300,2.940,,,,0.000000,1039,5817.00,2.15,1.28,0.180,3.88
Kepler-1050 b,15.37875460,0.122700,1.510,,,,0.000000,786,6086.00,1.05,1.04,-0.080,4.41
Kepler-1050 b,15.37910000,0.122000,1.510,,,,0.000000,785,6064.00,1.05,1.03,,4.41
Kepler-1050 b,,,1.380,0.123,,,,,5846.00,1.01,,,
Kepler-1050 b,15.37890140,,,,,,,,5870.68,1.03,1.06,0.135,4.43
Kepler-1050 c,21.12845690,0.151600,1.400,,,,0.000000,707,6086.00,1.05,1.04,-0.080,4.41
Kepler-1050 c,21.12902000,0.151000,1.520,,,,0.000000,705,6064.00,1.05,1.03,,4.41
Kepler-1050 c,21.12846106,,,,,,,,5870.68,1.03,1.06,0.135,4.43
Kepler-1050 c,21.12845690,0.151600,1.400,,,,0.000000,707,6086.00,1.05,1.04,-0.080,4.41
Kepler-1050 c,21.12845690,0.151600,1.400,,,,0.000000,707,6086.00,1.05,1.04,-0.080,4.41
Kepler-1050 c,21.12856550,,,,,,,,5870.68,1.03,1.06,0.135,4.43
Kepler-1050 c,21.12724896,,,,,,,,5870.68,1.03,1.06,0.135,4.43
Kepler-1050 c,21.12845690,,1.480,0.132,,,,,6010.00,1.13,1.09,0.030,4.37
Kepler-1050 c,,,1.349,0.120,,,,,5846.00,1.01,,,
Kepler-1050 c,21.12856550,0.162200,2.880,,,,0.000000,935,5817.00,2.15,1.28,0.180,3.88
Kepler-1051 b,25.96264000,0.188000,2.500,,,,0.000000,797,6797.00,1.33,1.31,,4.31
Kepler-1051 b,25.96190067,,,,,,,,6499.30,1.44,1.33,-0.174,4.24
Kepler-1051 b,25.96200249,0.179200,2.450,,,,0.000000,795,6784.00,1.26,1.14,-0.460,4.29
Kepler-1051 b,25.96200249,0.179200,2.450,,,,0.000000,795,6784.00,1.26,1.14,-0.460,4.29
Kepler-1051 b,25.96182465,,,,,,,,6499.30,1.44,1.33,-0.174,4.24
Kepler-1051 b,25.96190067,0.189100,3.250,,,,0.000000,850,6369.00,1.73,1.34,0.060,4.09
Kepler-1051 b,25.96200249,0.179200,2.450,,,,0.000000,795,6784.00,1.26,1.14,-0.460,4.29
Kepler-1051 b,25.96200249,,3.400,0.303,,,,,6675.00,1.73,1.43,0.040,4.12
Kepler-1051 b,,,2.694,0.240,,,,,6417.00,1.43,,,
Kepler-1051 b,25.96180896,,,,,,,,6499.30,1.44,1.33,-0.174,4.24
Kepler-1052 b,34.85382760,0.204500,2.450,,,,0.000000,524,5835.00,0.85,0.94,-0.240,4.55
Kepler-1052 b,34.85382760,0.204500,2.450,,,,0.000000,524,5835.00,0.85,0.94,-0.240,4.55
Kepler-1052 b,34.85333000,0.208000,2.710,,,,0.000000,530,5836.00,0.88,0.99,,4.54
Kepler-1052 b,34.85382925,,,,,,,,5720.00,0.96,1.02,0.030,4.48
Kepler-1052 b,34.85369030,,,,,,,,5720.00,0.96,1.02,0.030,4.48
Kepler-1052 b,34.85382760,,2.930,0.261,,,,,5888.00,1.03,1.03,0.000,4.42
Kepler-1052 b,34.85379936,,,,,,,,5720.00,0.96,1.02,0.030,4.48
Kepler-1052 b,,,2.693,0.240,,,,,5738.00,0.95,,,
Kepler-1052 b,34.85369030,0.204600,2.400,,,,0.000000,522,5818.00,0.85,0.94,-0.220,4.55
Kepler-1052 b,34.85382760,0.204500,2.450,,,,0.000000,524,5835.00,0.85,0.94,-0.240,4.55
Kepler-1053 b,2.41435165,0.028600,0.780,,,,0.000000,803,4182.00,0.54,0.53,-0.580,4.70
Kepler-1053 b,2.41435165,,0.980,0.087,,,,,4529.00,0.69,0.74,0.100,4.63
Kepler-1053 b,2.41435165,0.028600,0.780,,,,0.000000,803,4182.00,0.54,0.53,-0.580,4.70
Kepler-1053 b,2.41435261,,,,,,,,4405.22,0.61,0.69,0.037,4.70
Kepler-1053 b,,,0.824,0.074,,,,,4500.00,0.61,,,
Kepler-1053 b,2.41434403,,,,,,,,4405.22,0.61,0.69,0.037,4.70
Kepler-1053 b,2.41434868,0.031500,0.970,,,,0.000000,953,4507.00,0.72,0.71,0.180,4.57
Kepler-1053 b,2.41436000,0.030000,0.860,,,,0.000000,815,4286.00,0.56,0.59,,4.71
Kepler-1053 b,2.41434868,,,,,,,,4405.22,0.61,0.69,0.037,4.70
Kepler-1053 b,2.41435165,0.028600,0.780,,,,0.000000,803,4182.00,0.54,0.53,-0.580,4.70
Kepler-1054 b,,,2.689,0.240,,,,,5909.00,1.42,,,
Kepler-1054 b,4.30656389,,,,,,,,5905.00,1.46,1.07,,4.14
Kepler-1054 b,4.30655689,0.054000,1.990,,,,0.000000,1177,6108.00,1.03,1.13,0.070,4.47
Kepler-1054 b,4.30656389,0.054000,1.950,,,,0.000000,1177,6108.00,1.03,1.13,0.070,4.47
Kepler-1054 b,4.30643000,0.053000,1.500,,,,0.000000,1072,5866.00,0.91,1.06,,4.55
Kepler-1054 b,4.30655689,0.054000,1.990,,,,0.000000,1177,6108.00,1.03,1.13,0.070,4.47
Kepler-1054 b,4.30655689,0.054000,1.990,,,,0.000000,1177,6108.00,1.03,1.13,0.070,4.47
Kepler-1054 b,4.30656157,,,,,,,,5905.00,1.46,1.07,,4.14
Kepler-1054 b,4.30655689,,2.630,0.235,,,,,6209.00,1.34,1.22,0.090,4.26
Kepler-1055 b,2.29503623,0.032300,1.090,,,,0.000000,1290,5750.00,0.83,0.85,-0.380,4.52
Kepler-1055 b,2.29503515,,,,,,,,5681.94,0.87,1.01,0.049,4.56
Kepler-1055 b,,,1.134,0.101,,,,,5682.00,0.87,,,
Kepler-1055 b,2.29503026,,,,,,,,5681.94,0.87,1.01,0.049,4.56
Kepler-1055 b,2.29503623,,1.230,0.110,,,,,5723.00,0.94,0.98,-0.020,4.49
Kepler-1055 b,2.29502600,0.034000,1.310,,,,0.000000,1306,5782.00,0.89,0.96,,4.52
Kepler-1055 b,2.29503970,,,,,,,,5681.94,0.87,1.01,0.049,4.56
Kepler-1055 b,2.29503623,0.032300,1.090,,,,0.000000,1290,5750.00,0.83,0.85,-0.380,4.52
Kepler-1055 b,2.29503515,0.033100,1.180,,,,0.000000,1304,5637.00,0.91,0.91,-0.060,4.48
Kepler-1055 b,2.29503623,0.032300,1.090,,,,0.000000,1290,5750.00,0.83,0.85,-0.380,4.52
Kepler-1056 b,27.49583745,,,,,,,,6071.70,1.17,1.13,0.093,4.35
Kepler-1056 b,27.49560600,0.162900,2.320,,,,0.000000,590,5657.00,0.91,0.76,-0.480,4.40
Kepler-1056 b,27.49540000,0.172000,2.600,,,,0.000000,617,5707.00,1.03,0.90,,4.36
Kepler-1056 b,27.49560600,0.162900,2.320,,,,0.000000,590,5657.00,0.91,0.76,-0.480,4.40
Kepler-1056 b,27.49560600,0.162900,2.320,,,,0.000000,590,5657.00,0.91,0.76,-0.480,4.40
Kepler-1056 b,,,2.979,0.266,,,,,5651.00,1.28,,,
Kepler-1056 b,27.49560600,,3.010,0.269,,,,,6127.00,1.20,1.12,0.020,4.33
Kepler-1056 b,27.49563400,0.162900,2.110,,,,0.000000,590,5657.00,0.91,0.76,-0.480,4.40
Kepler-1056 b,27.49568902,,,,,,,,6071.70,1.17,1.13,0.093,4.35
Kepler-1056 b,27.49563400,,,,,,,,6071.70,1.17,1.13,0.093,4.35
Kepler-1057 b,14.08827448,0.113800,2.750,,,,0.000000,724,5853.00,0.90,0.99,-0.100,4.53
Kepler-1057 b,14.08818000,0.114000,2.700,,,,0.000000,715,5831.00,0.88,0.99,,4.54
Kepler-1057 b,14.08827448,0.113800,2.750,,,,0.000000,724,5853.00,0.90,0.99,-0.100,4.53
Kepler-1057 b,14.08827448,0.113800,2.750,,,,0.000000,724,5853.00,0.90,0.99,-0.100,4.53
Kepler-1057 b,,,2.742,0.245,,,,,5852.00,0.92,,,
Kepler-1057 b,14.08826442,0.113800,2.660,,,,0.000000,724,5853.00,0.90,0.99,-0.100,4.53
Kepler-1057 b,14.08830133,,,,,,,,6014.00,0.92,1.11,,4.56
Kepler-1057 b,14.08826442,,,,,,,,6014.00,0.92,1.11,,4.56
Kepler-1057 b,14.08825329,,,,,,,,6014.00,0.92,1.11,,4.56
Kepler-1057 b,14.08827448,,3.360,0.300,,,,,5987.00,1.10,1.07,0.010,4.38
Kepler-1058 b,110.96426331,,,,,,,,4517.79,,,-0.245,
Kepler-1058 b,110.96546000,0.367900,2.120,,,,0.000000,239,4441.00,0.55,0.54,-0.860,4.70
Kepler-1058 b,110.96346088,,,,,,,,4517.79,,,-0.245,
Kepler-1058 b,110.96546000,0.367900,2.120,,,,0.000000,239,4441.00,0.55,0.54,-0.860,4.70
Kepler-1058 b,110.96546000,0.367900,2.120,,,,0.000000,239,4441.00,0.55,0.54,-0.860,4.70
Kepler-1058 b,110.96437060,0.367900,2.110,,,,0.000000,239,4441.00,0.55,0.54,-0.860,4.70
Kepler-1058 b,110.96546000,,2.720,0.243,,,,,4644.00,0.69,0.73,-0.060,4.63
Kepler-1058 b,110.96437060,,,,,,,,4517.79,,,-0.245,
Kepler-1058 b,110.96550000,0.391000,2.600,,,,0.000000,254,4580.00,0.62,0.65,,4.67
Kepler-1059 b,3.76419105,0.044000,1.740,,,,0.000000,909,5065.00,0.73,0.81,-0.140,4.62
Kepler-1059 b,3.76419105,0.044000,1.740,,,,0.000000,909,5065.00,0.73,0.81,-0.140,4.62
Kepler-1059 b,3.76417012,,,,,,,,4855.00,0.78,0.79,,4.56
Kepler-1059 b,3.76419737,,,,,,,,4855.00,0.78,0.79,,4.56
Kepler-1059 b,3.76419105,,1.730,0.154,,,,,4906.00,0.72,0.75,-0.150,4.61
Kepler-1059 b,3.76419105,0.044000,1.740,,,,0.000000,909,5065.00,0.73,0.81,-0.140,4.62
Kepler-1059 b,,,1.757,0.157,,,,,5068.00,0.75,,,
Kepler-1059 b,3.76418097,,,,,,,,4855.00,0.78,0.79,,4.56
Kepler-1059 b,3.76417012,0.044000,1.700,,,,0.000000,908,5063.00,0.73,0.81,-0.140,4.62
Kepler-1059 b,3.76416200,0.044000,1.570,,,,0.000000,821,4883.00,0.64,0.82,,4.74
Kepler-106 b,,,0.823,0.073,,,,,5860.00,1.05,,,
Kepler-106 b,6.16491696,0.064600,0.850,,,,0.000000,1035,5881.00,1.03,0.94,-0.160,4.39
Kepler-106 b,6.16486000,,0.820,0.073,5.30000,0.01668,,,5858.00,1.04,1.00,-0.120,4.41
Kepler-106 b,6.16491696,,0.920,0.082,,,,,5955.00,1.05,1.05,-0.040,4.42
Kepler-106 b,6.16500000,0.066000,0.810,,,,0.000000,1025,5865.00,1.04,1.00,,4.41
Kepler-106 b,6.16491696,0.064600,0.850,,,,0.000000,1035,5881.00,1.03,0.94,-0.160,4.39
Kepler-106 b,6.16491696,0.064600,0.850,,,,0.000000,1035,5881.00,1.03,0.94,-0.160,4.39
Kepler-106 b,6.16487600,0.064800,0.790,,,,0.000000,1021,5854.00,1.01,0.95,-0.120,4.41
Kepler-106 b,6.16487649,,,,,,,,5888.00,1.06,1.07,-0.110,4.42
Kepler-106 b,6.16487600,,,,,,,,5888.00,1.06,1.07,-0.110,4.42
Kepler-106 c,13.57078281,,,,,,,,5888.00,1.06,1.07,-0.110,4.42
Kepler-106 c,13.57078354,,,,,,,,5888.00,1.06,1.07,-0.110,4.42
