TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
358457398,358457398.01,,,,,,,,,PC,,11.3587,0.007,60.245072,-77.897433,4.19,0.037,20.382,0.035,2458326.061,,2.268056,,1978.913712,,838402.54563507,,6.23333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.124,4.7545,5595.38,138.286,3.79224,.0873058,2.09282,.122447,2019-05-25 09:17:28,lipponen,,3787,"sector1"
358457398,358457398.02,,,,,,,,,PC,,11.3587,0.007,60.245072,-77.897433,4.19,0.037,20.382,0.035,2458327.193,,2.265972,,948.700678,,582631.441881899,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.124,4.7545,5595.38,138.286,3.79224,.0873058,2.09282,.122447,2019-05-25 09:17:28,lipponen,,3787,"sector1"
358487062,358487062.01,,,,,,,,,PC,,8.1246,0.006,87.628535,23.46091,-144.641,0.119,-231.327,0.091,2459501.07375,.002437,5.5023945,0.0014585,0.480762,0.001846,442.7,1.7,2.921,0.255,,,.211,.211,,,,,1.659,.12,,,161.3,,908,,,,.05737,,,,,,,,,,41.0433,.11555,5386.05,131.967,4.61342,.083813,.788072,.0456031,2021-12-19 15:43:04,spencer,,103651,"Super-Earth around a bright star"
358576949,358576949.01,,,,,,,,,PC,,11.0021,0.006,38.752692,-63.055918,6.992,0.053,7.905,0.04,2459091.039,,22.6,,13.379107,0.027795,12247,,5.2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.154,5.117,6905,132.008,4.23365,.0903209,1.54972,.0654849,2020-11-30 19:23:37,gsun,,52246,"newCTOI"
358576949,358576949.02,,,,,,,,,PC,,11.0021,0.006,38.752692,-63.055918,6.992,0.053,7.905,0.04,2459083.306,,22.6,,10.583052,0.027795,9700,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.154,5.117,6905,132.008,4.23365,.0903209,1.54972,.0654849,2020-11-30 19:23:37,gsun,,52247,"newCTOI"
358579111,358579111.01,2333.01,,,,,,,,PC,,12.3462,0.006,54.221383,-60.061476,-0.412,0.041,-4.213,0.047,2458344.5417,.0044,14.22028,0.00113,3.194588,,2938,,0.295,0.015,88.58,.43,.37,.15,.051,.005,15.05,.62,10.21,1.61,,,,,,,.32,.09,,,,,,,,,,,817.874,16.175,6115,128.576,3.97193,.0851405,1.83409,.0935501,2020-08-10 07:20:18,montalto,,29516,"new CTOI, Montalto et al. (2020)"
358658763,358658763.01,,,,,,,,,PC,,11.1807,0.007,149.256912,16.388123,23.835,0.109,-27.217,0.115,2459536.931,.005,,,3.828534,0.086862,3520,80,2.467,0.492,,,,,,,,,7.28,.078,,,,,,,,,,,,,,,,,,,291.725,6.8565,6115.2,101.91,4.3985,.0753867,1.12237,.0535176,2022-01-17 09:25:12,vogl,,107302,"Found with our in-house single transit finder; Sector 45"
359046756,359046756.01,,,,,,,,,PC,,11.2087,0.006,182.722104,35.755701,-9.344,0.05,-24.076,0.044,2458922.5223,.0032,,,15.347355,2.369489,14036,2180,,,,,,,,,,,10.8475,1.1636,,,,,,,,,,,,,,,,,,,154.178,.758,4963.65,142.179,4.49917,.102239,.843513,.0621557,2022-04-28 22:03:58,dragomir,tfopwg,415400,"single transit event from the TSTPC working group"
359338693,359338693.01,,,,,,,,,PC,,13.1442,0.012,2.039806,64.006534,1.841,0.027,-2.449,0.024,2458791.67146147,.00870549,1.29253635,0.0008838,3.381901,2.565366,3110,2360,2.518,0.44,,,.539,.298,.05637,.01388,3.54,1.03,11,4.18,,,,,,,,,,,,,,,,,,,756.785,10.3755,5770,122,3.95099,,1.77811,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,6.3e+06yr,OffTarget?. Wrn: mean(R)=1.024. Rp=(0.35-1.64)Rj. b=0.05-1.00 (3-97HDI)."
359357695,359357695.01,1880.01,,,,,,,,PC,,13.0614,0.008,182.726187,-75.13193,-39.401,0.094,-7.25,0.089,2458598.45913572,.00297973,1.72629512,0.00035057,10.539198,4.23175,9660,3890,1.492,0.507,85.6,5.4,.619,.78,.0983,.02801,8.06,2.73,5.96,1.71,,,,,,,,,,,,,,,,,,,102.608,.613,3082,157,4.68872,.0100067,.556058,.016711,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand super-Neptune; PMS M dwarf (Zari+18, rotn period)."
359648342,359648342.01,,,,,,,,,PC,,12.5905,0.006,140.854481,-65.56993,-21.042,2.956,4.588,2.956,2458545.213654,,3.949849,,14.214379,,13006.6,,3.7548000000000004,,,,.7,,.11298,,,,17.02140613909606,,,,,,,,,,,,,,,,,,,,511.555,,,,,,,,2021-02-08 16:07:01,olmschenk,,94077,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
359683436,359683436.01,,,,,,,,,PC,,10.0814,0.006,195.641229,-43.960049,-5.609,0.064,-6.059,0.07,2458608.9573,.0187,,,1.568284,0.055928,1443.4,51.51,8.8,6.3,,,,,,,,,5.85,.1,,,,,,,,,,,,,,,,,,,458.963,9.5065,6224,128.754,3.58118,.0842859,2.93787,.143229,2021-02-11 05:15:01,steuer,,94181,"Found with our in-house single transit finder"
359805399,359805399.01,,,,,,,,,PC,,14.0354,0.012,295.746718,19.062645,-0.615,0.033,-5.386,0.036,2458684.17392145,.00819324,1.43751943,0.00109382,12.5693,7.025681,11510,6450,3.805,0.478,,,.448,.265,.10065,.01259,2.95,.55,16.42,4.6,,,,,,,,,,,,,,,,,,,913.003,23.172,5655,122,4.09639,,1.48196,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,5.5e+07yr,OffTarget?. Wrn: mean(R)=1.011. Rp=(0.73-2.22)Rj. b=0.00-0.87 (3-97HDI)."
360205899,360205899.01,,,,,,,,,FP,,12.6942,0.007,142.097054,-64.248508,-30.645,0.073,20.273,0.06,2458544.0856,.0099,0.428608,0.000075,20.827482,,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.754,.2992,3291,157,4.70105,.00952243,.541772,.0161908,2019-09-13 13:18:26,earley,,5649,"Eclipsing binary candidate in Carina young moving group"
360816293,360816293.01,3146.01,,,,,,,,PC,,12.2077,0.006,190.946764,-76.696666,-48.746,0.044,-13.432,0.037,2458597.64823,,3.550577,,8.580624,,7871.9,,2.7845,,,,.463,,.08156,,,,15.518245400045863,,,,,,,,,,,,,,,,,,,,280.355,1.9625,5083,126.174,4.25999,.0843299,1.13175,.0699498,2021-02-08 16:07:01,olmschenk,,94078,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
360816296,360816296.01,3145.01,,,,,,,,PC,,12.1258,0.006,190.950263,-76.69611,-50.404,0.043,-12.974,0.04,2458597.64823,,3.550577,,8.580515,,7871.8,,2.7845,,,,.463,,.08156,,,,17.901619445930745,,,,,,,,,,,,,,,,,,,,283.803,2.0595,4803,126.551,4.07381,.089945,1.34331,.0931858,2021-02-08 16:07:01,olmschenk,,94079,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
361983224,361983224.01,,,,,,,,,PC,,10.6531,0.006,120.32326,34.635312,31.35,0.063,-71.854,0.043,2458863.427,.007,,,5.562336,0.032573,5110,30,1.944,0.6,,,,,,,,,8.655,.026,,,,,,,,,,,,,,,,,,,67.6078,.1793,4310,127.585,4.63687,.104247,.651081,.0593518,2021-01-27 11:14:22,steuer,,93716,"Found with our in-house single transit finder; Sector 20"
364302118,364302118.01,,,,,,,,,PC,,10.3606,0.006,78.226553,-61.698686,5.019,1.533,2.77,2.165,2458325.7735,,1.347222,,3990.883445,,974669.333223172,,1.93333333333333,,,,,,,,,,19.9086086472537,,,,,,,,,,,,,,,,,,,,194.255,,5813,,,,1.14678,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
364302118,364302118.02,,,,,,,,,PC,,10.3606,0.006,78.226553,-61.698686,5.019,1.533,2.77,2.165,2458326.4429,,1.348611,,3389.558332,,955926.588620598,,2.2,,,,,,,,,,26.2606778593831,,,,,,,,,,,,,,,,,,,,194.255,,5813,,,,1.14678,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
364395234,364395234.01,1232.01,,,,,,,,PC,,11.7835,0.006,116.501399,-61.879794,-2.334,0.047,26.14,0.046,2458543.98,,1.375467,,7.997711,,7339.1,,1.92,,,,,,.08426414491,,,,10.26121943,,,,,,,,,,,,,,,,,,,,328.604,2.3665,5818,134.158,4.37966,.0781343,1.09597,.0537437,2019-06-21 22:58:50,galgano,,4210,"vetted with DAVE (https://arxiv.org/abs/1901.07459)"
364400981,364400981.01,,,,,,,,,PC,,12.6857,0.006,310.582927,53.767605,-21.446,0.029,21.768,0.027,2458712.06,,1.94,,0.002595,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.643,1.8235,6217,135.159,4.70436,.0874209,.805532,.0371457,2021-02-02 11:40:55,chiarello,,93786,"All data obtained using the LightKurve framework"
364964726,364964726.01,,,,,,,,,PC,,11.0149,0.006,298.22159,59.52862,29.961,0.045,30.832,0.04,2458683.959,,2.0603,,3.76534,,3462,,2.1812,,,,,,,,,,6.78,,,,,,,,,,,,,,,,,,,,163.133,.7135,4794,122.729,4.28054,.0900279,1.05472,.0720351,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
365007485,365007485.01,,,,,,,,,PC,,11.6575,0.006,164.189386,9.673946,-34.648,0.061,-3.8,0.052,2459554.943,.004,,,3.240324,0.434381,2980,400,4.8,0.3,,,,,,,,,5.5,.5,,,,,,,,,,,,,,,,,,,246.599,2.535,5468,125.929,4.49575,.0789971,.914932,.0506282,2022-02-11 03:52:16,eisner,,108007,"PHT candidate. Additional transits in K2. Possible period ~33.6 d."
365102760,365102760.01,,,,,,,,,PC,,11.3306,0.012,305.839824,54.394319,10.88,0.042,5.193,0.042,2458684.24,.1,4.2036,0.02,0.543004,0.217169,500,200,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.546,7.5965,4954,122,,,3.15478,,2021-05-13 12:55:17,grunblatt,,96997,"hot Neptune candidate around evolved star"
365250897,365250897.01,,,,,,,,,PC,,11.2754,0.006,43.898932,5.853722,-3.99,0.074,-7.936,0.079,2459146.245,.008,,,1.912579,0.130296,1760,120,3.264,0.72,,,,,,,,,4.094,.138,,,,,,,,,,,,,,,,,,,223.846,2.1035,5980,154.968,4.57741,.0851045,.892949,.043794,2021-02-03 03:37:47,steuer,,93797,"Found with our in-house single transit finder; Sector 31"
365463946,365463946.01,,,,,,,,,PC,,11.5232,0.007,64.783973,9.747266,44.03,0.105,131.142,0.066,2459195.462,.033,,,4.449767,0.673365,4090,620,6.933,2.81,,,,,,,,,2.03,.148,,,,,,,,,,,,,,,,,,,24.866,.0349,3361,157,4.93642,.0069599,.290445,.00871703,2021-02-05 03:39:50,steuer,,93831,"Found with our in-house single transit finder; Sector 32"
365956062,365956062.01,,,,,,,,,PC,,11.1673,0.006,276.187174,-63.479125,27.491,0.037,4.468,0.044,2458653.5206,.0042,1.80765,0.00048,1.150404,,1059,,0.059,0.01,83.14,1.79,.78,.07,.034,.005,6.57,2.06,5.43,1.09,,,,,,,1.64,2.67,,,,,,,,,,,339.415,4.618,5789,143.921,4.12432,.0791837,1.46349,.0769071,2020-08-10 07:20:18,montalto,,29518,"new CTOI, Montalto et al. (2020)"
366810260,366810260.01,,,,,,,,,PC,,14.1894,0.01,76.929331,34.34734,-0.073,0.062,-2.892,0.04,2458819.35326981,.00501258,3.71775199,0.00173383,40.528475,61.31708,36640,54910,4.086,0.393,,,.967,.45,.35534,.2616,6.27,1.28,44.33,33.21,,,,,,,,,,,,,,,,,,,922.094,32.744,5890,122,4.30768,,1.20194,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,CM,1.6e+08yr. Wrn: mean(R)=1.055. Rp=(0.71-9.56)Rj. b=0.18-1.80 (3-97HDI)."
366946329,366946329.01,,,,,,,,,PC,,9.5399,0.006,259.285669,-56.47627,-32.947,0.053,-6.442,0.049,2458632.67,,7.9,20,0.286596,,263.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.115,.718,6174,134.25,4.46802,.0840994,1.04946,.0485854,2021-05-04 10:59:41,chiarello,,96883,"Camera 2, CCD 3, Column 763, Row 637, Sector 12, unclear orbital period"
367461419,367461419.01,,,,,,,,,PC,,11.5201,0.006,34.852977,49.446018,12.743,0.104,-5.004,0.09,2458792.91,,16.76,,0.150037,,138.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.852,3.0835,5966,132.161,4.58401,.0778345,.88417,.0439372,2021-02-05 10:48:42,chiarello,,93844,"All data obtained using the lightkurve framework, possible two planets in the system, or algol type variable"
367630162,367630162.03,2104.03,,,,,,,,PC,,10.0556,0.006,151.612215,83.08784,-88.917,0.037,-132.175,0.035,2458696.333601,,15.18181,,0.964671,0.016503,888.1,15.2,3.549,0.049,,,.334,,,,,,2.201,.159,,,26.425,,578,,,,.110361,,,,,,,,,,76.7418,.1274,4907,121.571,4.62197,.0861128,.723757,.0465477,2020-09-26 08:31:03,spencer,,36053,"s2n=11.5; corrected transit depth of 725.67 (+/-61.86) ppm to account for limb darkening"
367630162,367630162.04,2104.04,,,,,,,,PC,,10.0556,0.006,151.612215,83.08784,-88.917,0.037,-132.175,0.035,2458687.799217,,9.560399,,0.510742,0.0038,470.3,3.5,3.026,0.026,,,.326,,,,,,1.6,.102,,,48.958,,674,,,,.08108,,,,,,,,,,76.7418,.1274,4907,121.571,4.62197,.0861128,.723757,.0465477,2020-09-26 08:48:06,spencer,,36053,"s2n=6.9; corrected transit depth of 383.23 (+/-26.63) ppm"
367630162,367630162.05,,,,,,,,,PC,,10.0556,0.006,151.612215,83.08784,-88.917,0.037,-132.175,0.035,2458685.357966,,1.980356,,0.267558,0.006297,246.4,5.8,1.681,0.182,,,.451,,,,,,1.194,.144,,,399.32,,1139,,,,.02839,,,,,,,,,,76.7418,.1274,4907,121.571,4.62197,.0861128,.723757,.0465477,2020-09-26 08:59:41,spencer,,36053,"s2n=6.5; corrected transit depth of 214.48 (+/-38.99) ppm"
368251043,368251043.01,,,,,,,,,PC,,10.4834,0.006,69.944463,49.128003,-19.565,0.067,-37.566,0.042,2458816.32,,3.05,,0.146791,,135.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.629,.942,5646.73,102.705,4.55265,.0729695,.877284,.0423016,2021-07-03 15:23:33,chiarello,,98214,"Camera 1, CCD 2, Column 420, Row 569, Sector 19"
368435330,368435330.01,1797.01,,,,,,,,PC,,8.6259,0.006,162.776697,25.641065,-92.839,0.09,-23.217,0.109,2458902.87806,,3.64369,,,,,,2.43336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3432,.3914,5922,120.4,4.42991,.0776997,1.04904,.0483141,2020-04-10 05:04:33,holstkristiansen,,18689,"promising pc orbiting bright host"
368678195,368678195.01,,,,,,,,,PC,,13.8504,0.007,12.740739,68.185903,-6.448,0.043,-6.093,0.034,2458791.59534262,.00121974,2.8403339,0.00027087,53.07694,27.176704,47710,24720,2.69,0.105,,,.28,.178,.20656,.00645,9.41,.66,22.71,5.88,,,,,,,,,,,,,,,,,,,416.463,4.1105,4389,122,4.24954,,1.02903,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,PMS?. Wrn: mean(R)=1.036. Rp=(1.01-2.98)Rj. b=0.00-0.60 (3-97HDI)."
368713985,368713985.01,,,,,,,,,PC,,11.7584,0.006,220.299751,-32.363352,-12.794,0.066,-1.433,0.057,2458597.9084,.0026,4.09306,0.00065,5.789353,,5318,,0.203,0.009,0,2.24,0,.13,.07,.007,6.85,.32,16.8,2.63,,,,,,,.36,.06,,,,,,,,,,,758.968,20.239,6301,133.167,3.84713,.0909221,2.19878,.115779,2020-08-10 07:20:18,montalto,,29446,"new CTOI, Montalto et al. (2020)"
369031347,369031347.01,,,,,,,,,PC,,11.1596,0.039,17.839206,68.085312,4.637,0.042,6.694,0.046,2459000.697,.015,2.475,0.001,1.086279,0.217169,1000,200,6.5,1.5,,,.93,.1,,,,,,,,,,,,,,,,,,,,,,,,,621.93,10.506,4166,122,,,5.989,,2020-09-04 08:25:43,grunblatt,,33765,"short-period planet candidate around RGB star"
369376388,369376388.01,2486.01,,,,,,,,PC,,11.1869,0.006,59.85217,-36.476026,153.461,0.032,24.084,0.043,2458412.4843,.0021,1.54095,0.0001,1.657012,,1525,,0.067,0.006,79.22,3.26,.84,.04,.041,.005,4.51,1.31,3.47,.7,,,,,,,.73,1.3,,,,,,,,,,,96.5003,.2093,4205,121.948,4.47935,.107339,.774692,.0706884,2020-08-10 07:20:18,montalto,,29458,"new CTOI, Montalto et al. (2020)"
369456296,369456296.01,,,,,,,,,PC,,11.0756,0.006,311.658892,-40.538884,35.666,0.071,-47.803,0.054,2458346.4522,,,,39.893101,,36076.0750495685,,5.03333333333333,,,,,,,,,,26.504701894796,,,,,,,,,,,,,,,,,,,,310.455,4.549,5738,133.396,4.16231,.0805953,1.3941,.0696483,2019-06-22 00:19:17,lipponen,,3787,"sector1"
369476686,369476686.01,,,,,,,,,PC,,10.959,0.006,15.575683,10.23194,-46.191,0.069,-37.671,0.052,2459462.362,.015,,,2.587132,0.119438,2380,110,2.867,1.187,,,,,,,,,3.79,.084,,,,,,,,,,,,,,,,,,,115.487,.5865,4985,127.418,4.65126,.0883261,.710608,.0454899,2021-10-25 05:50:50,vogl,,101172,"Found with our in-house single transit finder; Sector 42"
369532319,369532319.01,,,,,,,,,PC,,10.1233,0.006,338.574347,33.823466,-1.237,0.075,-29.635,0.076,2458755.81,.01,0,0,2.173647,0.543004,2000,500,5.6,1,,,,,3.7,1,,,,,,,,,,,,,,,,,,,,,,,145.066,1.1995,5758,128.163,4.45663,.0775638,.993436,.0484472,2020-05-18 01:25:04,eisner,,19173,"PHT candidate. Single transit event."
369779127,369779127.01,,,,,,,,,PC,,8.769,0.006,147.459326,-85.545248,-32.89,2,28.83,2,2458643.95,.02,0,0,1.358019,0.271468,1250,250,6.1,1,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,142.116,,6654,,,,1.55182,,2020-05-22 05:40:28,eisner,,19238,"Planet Hunters TESS candidate. Single transit event."
370010846,370010846.01,,,,,,,,,PC,,13.8564,0.006,46.987523,-66.111186,3.925,0.026,-4.85,0.025,2458327.003809,,3.485434,,16.05995,,14682.9,,2.9274,,,,0,,.11395,,,,13.569625986874435,,,,,,,,,,,,,,,,,,,,822.224,9.151,5728,122,4.42477,,1.02553,,2021-02-08 16:07:01,olmschenk,,94080,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
370138999,370138999.01,3260.01,,,,,,,,PC,,12.1225,0.006,48.785978,-75.72207,5.395,0.035,25.123,0.036,2458323.3091,.0041,11.45222,0.00021,3.143409,,2891,,0.15,0.013,84.67,.61,.97,.07,.066,.046,10.5,1.47,10.94,8.2,,,,,,,.17,.08,,,,,,,,,,,599.768,6.6425,6193,137.832,4.15101,.0824949,1.51811,.0712537,2020-08-10 07:20:18,montalto,,29535,"new CTOI, Montalto et al. (2020)"
370324073,370324073.01,,,,,,,,,PC,,10.586,0.006,341.243685,-58.267024,-32.624,0.052,-18.24,0.066,2458325.9178,,,,3570.743576,,962700.537838705,,5.83333333333333,,,,,,,,,,25.7287236499653,,,,,,,,,,,,,,,,,,,,128.706,.654,5006,123.228,4.42807,.0851507,.921585,.0565427,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
370324073,370324073.02,,,,,,,,,PC,,10.586,0.006,341.243685,-58.267024,-32.624,0.052,-18.24,0.066,2458341.7345,,,,1356.624146,,713351.058976482,,7,,,,,,,,,,71.3250571541077,,,,,,,,,,,,,,,,,,,,128.706,.654,5006,123.228,4.42807,.0851507,.921585,.0565427,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
371443216,371443216.01,1924.01,,,,,,,,PC,,8.0552,0.006,147.580067,-66.113925,6.051,0.055,-15.398,0.051,2458599.015,,2.823,,6.534039,,6000,,,,,,,,.0073,,,,14.5,,,,,,,,,,,,,,,,,,,,170.696,.933,8181,143.32,4.2113,.0754348,1.83611,.0584171,2020-01-19 15:00:02,bouma,tfopwg,15889,"T=8 hot jupiter around field star. Good for doppler tomography!"
371596256,371596256.01,,,,,,,,,PC,,11.3326,0.006,147.896399,-67.118368,-12.7,3,4.3,2.9,2458590.6684,.0053,,,5.765339,11.247657,5296,10306,4.9,,,,,,,,,,14.6754,,,,,,,,,,,,,,,,,,,,460.836,,7437,,,,1.84908,,2022-04-28 22:03:58,dragomir,tfopwg,415410,"single transit event from the TSTPC working group"
371864043,371864043.01,3041.01,,,,,,,,PC,,11.2553,0.006,149.324748,-68.779105,-25.283,0.041,13.962,0.045,2458571.78755,,2.959871,,7.534601,,6915.6,,3.7890999999999995,,,,.366,,.07612,,,,18.232483778678052,,,,,,,,,,,,,,,,,,,,484.97,5.947,6267.67,120.811,3.99673,.0851384,1.83589,.0870327,2021-02-08 16:07:01,olmschenk,,94081,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
372443687,372443687.01,3273.01,,,,,,,,PC,,12.3525,0.006,318.360827,-66.481594,18.764,0.029,-35.089,0.04,2458657.771435,,4.295182,,12.140687,,11119.7,,2.8568,,,,0,,.09515,,,,11.868032344365943,,,,,,,,,,,,,,,,,,,,396.881,4.2775,5875,130.213,4.50822,.0786187,.949681,.0454649,2021-02-08 16:07:01,olmschenk,,94082,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
372596795,372596795.01,3040.01,,,,,,,,PC,,12.1787,0.006,151.501627,-66.898002,-29.865,0.037,15.659,0.034,2458571.057524,,3.536694,,6.68118,,6134.7,,2.6776,,,,.569,,.07532,,,,14.38020608886511,,,,,,,,,,,,,,,,,,,,457.568,4.2245,6026,128.636,4.33625,.0780449,1.18992,.0543568,2021-02-08 16:07:01,olmschenk,,94083,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
372596796,372596796.01,3181.01,,,,,,,,PC,,12.298,0.006,151.49954,-66.897501,-29.996,0.036,15.555,0.032,2458571.057588,,3.536654,,6.833149,,6273.8,,2.7368,,,,.613,,.07698,,,,14.461468119724385,,,,,,,,,,,,,,,,,,,,455.304,4.1195,5971,139.972,4.36735,.0799785,1.13778,.0565201,2021-02-08 16:07:01,olmschenk,,94084,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
372851967,372851967.01,,,,,,,,,PC,,11.8618,0.006,98.187876,-64.287692,-5.356,0.048,9.448,0.046,2458325.0641,.0007,0.27472,,0.856984,,789,,0.05,0.003,69.6,5.44,.53,.04,.025,.002,1.53,.14,4.8,.56,,,,,,,.9,.28,,,,,,,,,,,644.136,9.2855,6328.02,126.086,4.044,.0904917,1.7599,.0855352,2020-08-10 07:20:18,montalto,,29522,"new CTOI, Montalto et al. (2020)"
372909372,372909372.01,,,,,,,,,PC,,10.8322,0.006,119.387042,-64.869257,3.259,0.044,-11.706,0.038,2458320.1855,.0038,9.01803,0.00015,1.141709,,1051,,0.178,0.01,84.89,1.36,.85,.03,.034,.002,9.53,2.48,5.34,.54,,,,,,,.2,.22,,,,,,,,,,,296.541,1.7575,6067.79,129.145,4.17538,.0846847,1.4384,.0688568,2020-08-10 07:20:18,montalto,,29353,"new CTOI, Montalto et al. (2020)"
372909935,372909935.01,,,,,,,,,PC,,11.0336,0.006,119.453506,-64.214574,-4.357,0.049,12.142,0.048,2458541.5519999997,,3.6124669999999997,,10.571979,,9689.9,,1.2,,,,,,.09682356362,,,,19.22743843,,,,,,,,,,,,,,,,,,,,489.295,6.429,7015.55,116.939,4.12122,.0864156,1.78724,.0769296,2019-06-21 22:58:50,galgano,,4210,"vetted with DAVE (https://arxiv.org/abs/1901.07459)"
372913337,372913337.01,,,,,,,,,PC,,8.9232,0.006,119.491767,-60.845927,-4.825,0.082,10.905,0.071,2458325.341,.006,1.786,0.0001,2.200845,,2025,,1.602,,71.1,4.9,.96,.03,.045,.011,3.7,.5,11.8,3.5,,,,,,,,,,,,,,,,,,,421.301,6.4055,9492,182.698,3.92678,.0653981,2.79673,.0799623,2020-11-03 04:43:57,nardiello,,36672,"new CTOI likely member of NGC 2516     , PATHOS-23 in Nardiello et al. (2020)"
373026096,373026096.01,,,,,,,,,PC,,9.85309,0.006,66.830038,9.226075,50.969,0.08,-29.658,0.054,2459190.843,.021,,,1.564587,0.021715,1440,20,4.067,2.576,,,,,,,,,4.229,.035,,,,,,,,,,,,,,,,,,,134.875,.9595,5863.65,142.172,4.44678,.111002,1.01928,.102432,2021-02-05 04:55:30,steuer,,93836,"Found with our in-house single transit finder; Sector 32"
373062094,373062094.01,,,,,,,,,PC,,11.8683,0.006,0.643656,74.373853,16.847,0.045,-8.861,0.038,2458791.23,,7.76,,0.038555,,35.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.757,1.6785,5487,278.434,4.48542,.0974026,.928291,.0517387,2021-02-15 09:16:42,chiarello,,94407,"All data obtained using the LightKurve framework"
373136570,373136570.01,,,,,,,,,PC,,12.9129,0.007,68.743089,8.665986,171.435,0.111,-283.3,0.054,2458462.9651,.0104,,,56.993886,1.232891,51139.33,1134.89,2.47,0.55,,,,,,,,,5.39,.06,,,,,,,,,,,,,,,,,,,33.3606,.06,3308,157,5.03312,.0205522,.21808,.00658979,2021-06-02 03:25:30,steuer,,97401,"Found with our in-house single transit finder"
373674579,373674579.01,,,,,,,,,PC,,11.8465,0.007,174.022715,15.998411,-24.156,0.064,-30.927,0.048,2458907.214,.0029,,,12.153094,8.294052,11131,7610,,,,,,,,,,,11.1549,3.8447,,,,,,,,,,,,,,,,,,,298.882,3.329,5628.44,104.821,4.46747,.0750277,.966715,.0427739,2022-04-28 22:03:58,dragomir,tfopwg,415401,"single transit event from the TSTPC working group"
374268399,374268399.01,,,,,,,,,PC,,9.49923,0.006,159.082289,1.230207,-33.406,0.076,-20.651,0.072,2459276.873,.02,,,2.717739,0.543004,2500,500,7,1,,,,,,,,,5.8,.5,,,,,,,,,,,,,,,,,,,118.128,.8015,5737,127.713,4.3865,.07665,1.07435,.0529221,2021-04-16 18:36:06,gsun,,96357,"newCTOI,Single transit event"
